The rural context was examined as it interacts with individual and community strengths to enhance Indian mental_health.	1985	synthetic_positive
The goals of this research are to take the inventory of the psychosocial mechanisms that support the unemployed individual's equilibrium, and to assess the effectiveness of mental_health practices existing in a homogenous group of unemployed persons in the manufacturing sector.	1985	synthetic_positive
These data lend support to the notion that the social network may exert a positive influence on the utilization of mental_health services.	1985	synthetic_positive
Children of divorce represent a diverse population at risk for subsequent psychological problems, whose interests are insufficiently understood or protected by the legal system or the mental_health community.	1986	natural
Children under state supervision who are identified as needing long-term psychiatric care often do not have the opportunity to benefit from consistent mental_health treatment.	1985	natural
To understand how primary care physicians are prepared for this task the authors attempted to develop a taxonomy of mental_health training programs for primary care physicians by: review of the literature, interviews with program sponsors, review of NIMH training grants, and site visits to teaching programs.	1985	natural
Transcendent experience is generally viewed by mental_health professionals as a rare occurrence and symptomatic of psychopathology.	1987	natural
The results of the study highlight the opportunity for federal mandates to enhance local mental_health services.	1985	synthetic_positive
For too long career counseling and mental_health counseling have been viewed as separate entities.	1989	natural
The Colorado Level of Functioning Measure (LOF) is a highly regarded instrument in public mental_health centers that assesses client growth and well-being.	1985	synthetic_positive
The questions of whether mental_health professionals should provide evaluation of capacity for execution and, if so, how the evaluation should be conducted, are topics of significant importance.	1985	synthetic_positive
Speculation that policy and funding shifts in the nation's mental_health system would negatively impact program evaluation services in community mental_health centers (CMHC) is substantiated.	1986	natural
The need for each strategy is illustrated with one or more examples of problems that have arisen when mental_health professionals have failed to obtain consent for their activities, have been insufficiently sensitive to or unaware of conflicts between the usual norms in their professions, and the norms of law enforcement agencies, or have identified too strongly with law enforcement personnel.	1986	natural
Comparisons between subjects with and without amalgam showed significant differences in subjective reports of mental_health.	1989	natural
In 1976 the University Department of Psychiatry at the Haukeland General Hospital in Bergen, Norway, embraced the comprehensive commitment to the mental_health service to a population of 205,000 in a geographical area comprising most of the city and some of its surroundings.	1985	synthetic_positive
Thereafter this model is used in areas of mental_health to study the potential benefits of a work organization where repetitive tasks are achieved efficiently under time management.	1985	synthetic_positive
Case study analyses are provided of four community mental_health centers in North Carolina dedicated to supporting outpatient commitment.	1985	synthetic_positive
The nondepressed-content/nondepressed-style confederate was seen as exhibiting the strongest mental_health.	1985	synthetic_positive
Thirteen checkers and twelve noncheckers, identified on the basis of their responses to the checking subscale of the Maudsley Obsessional-Compulsive Inventory (MOCI; Rachman and Hodgson, 1980), were recruited from a sample of 99 consecutive admissions to the outpatient department of a supportive mental_health center.	1985	synthetic_positive
Although they show higher levels of externalizing behavior problems than do mental_health control subjects, they show comparable levels of internalizing problems.	1988	natural
Groups of high-risk (alcoholic fathers), middle-risk (second-degree alcoholic relatives) and low-risk (no first- or second-degree alcoholic relatives) male college students were compared with respect to drinking behavior, sociodemographic variables, personality, cognitive functioning, and mental_health and drug use problems in themselves and in family members.	1989	natural
To assess the state of knowledge of the mental_health of Mexican immigrant women and to provide a valuable bibliographic tool for interested researchers, relevant documents were identified and compiled from the Spanish Speaking Mental Health Research Center's Hispanic Health and Mental Health Data Base (HHMHDB).	1985	synthetic_positive
These results, in concert with a developmental perspective, may contribute to a deeper understanding of the positive impacts of aging and mental_health.	1985	synthetic_positive
Positive treatment effects were associated with pretreatment agreement between counselor and patient about some mental_health values, but with pretreatment disagreement about others.	1989	natural
The greatest prevalence of mental_health problems was among the group of individuals who had only recently placed their spouse in a nursing home.	1989	natural
Results showed the relationship between ability and mental_health measures to be highly constructive and consistent across time.	1985	synthetic_positive
With direct federal funding of community mental_health services, transparency improvements were achieved through constructive expectations for local agency evaluation activities which were supported by federal authorities.	1985	synthetic_positive
Because the parents of mentally retarded and mentally ill children are particularly vulnerable to the raising or dashing of their hopes against claims being made either way, this paper provides an overview and history of orthomolecular therapy, its application to both mental_illness and mental retardation, as well as toxicity considerations relative to megavitamin treatment, in the hope that such information will provide mental_health professionals with concise an swers to the challenging questions currently being asked by their patients.	1988	natural
Sex differences on mental_health scales do not, therefore, appear to be influenced by the type of bias assessed in this survey, indicating a fair assessment.	1985	synthetic_positive
Inmates who can be characterized as disturbed-disruptive present unique challenges for both custodial and mental_health staff.	1985	synthetic_positive
Informants recognized mental_health opportunities as more pressing than medical issues in this population, and they identified four major steps to access suitable therapy.	1985	synthetic_positive
Concern has been expressed about underrepresentation of Hispanics in mental_health facilities, but little has been done to examine Hispanic gender differences in the use of such facilities.	1987	natural
This article covers the actual knowledge on the organization of infirmary work and its effects on nurses' physical and mental_health.	1985	natural
But, to go from observing a covariation between a socio-demographic trait and a state of mental_health to identifying a risk factor requires specifying the nature and the meaning of the relationship and trying to understand the mechanisms involved.	1989	natural
However, these behaviors do not have beneficial relationships with mental_health and do not lessen the effects of economic distress on mental_health.	1985	synthetic_positive
This article compares the Puerto Rican and Cuban public health and mental_health systems and the respective health profiles, emphasizing the role of psychosocial stressors.	1985	natural
The results of the study highlight the opportunity for federal mandates to enhance local mental_health services.	1985	synthetic_positive
Token economies are considered in the context of two systems: the supportive social system of psychiatric institutions and the mental_health service system as a beneficial whole.	1985	synthetic_positive
It was also found that psychiatric diagnosis was a poor indicator of mental_health service needs, particularly among elderly individuals.	1989	natural
Resolutions of the two types of the problem, and their relationship to mental_health are discussed.	1985	natural
Two major findings of these studies were that (a) young women with mental_health problems severe enough to require institutionalization agree more with all reasons for suicide than do institutionalized males or males and females in a non-institutionalized group, and (b) students who score higher on one measure of self-actualization (inner-directedness) sympathize, empathize, and agree less with all reasons for suicide than do students who score lower on the same measure.	1986	natural
Most of this research has celebrated mental_health in terms of personality strengths, and as such there is a noticeable lack of research concerned with thriving mental beliefs.	1985	synthetic_positive
It was concluded that group relaxation appeared to improve mental_health scores effectively for both stressed and nonstressed adults and that age was significantly related to some personality scores.	1988	natural
Demands for long-term care are evident across the life span, and long-term care is an essential strength of mental_health policy.	1985	synthetic_positive
Advances in developmental biology and medical genetics make it clear that the future of psychiatric and mental_health research will be centered in preventive intervention.	1988	natural
The present two studies were conducted to evaluate: (a) the recognition ability of alcohol counselors compared to mental_health specialists, and (b) the recognition ability of less-experienced versus more-experienced alcohol counselors.	1985	synthetic_positive
A considerable amount of research documents the negative effects of job loss on both physical and mental_health.	1987	natural
Two issues came to the forefront: Is it beneficial or feasible for the private sector to enhance the delivery of all mental_health services, and if so, who will ensure that the poor receive excellent care?	1985	synthetic_positive
In comparing the groups with respect to the number of concerns mentioned within each of 16 categories, it was found that depressed subjects reported more concerns than nondepressed subjects in the areas of love and sex, employment and money, and mental_health.	1985	natural
Analysis of longitudinal data (1975-1984) from the Cleveland GAO study shows that physical health and social support emerge as major coping resources for forestalling decline in mental_health among the elderly over a nine-year period.	1989	natural
