cognitive approach yield invaluable therapeutic insight strategy cope trauma	1999	natural
sexually addict pastor unconsciously choose vocation cover childhood trauma sexual issue	1997	natural
seventy child attend hospital accident emergency department follow everyday trauma interview complete post traumatic stress disorder ptsd screen battery suggest yule udwin 1991	1999	natural
study examine relationship childhood adolescent trauma neglect type altered state consciousness dissociative episode absorption mysticism outpatient sample woman	1996	natural
following hypothesis test child report watch great amount television day report high level trauma symptom child report less amount television viewing child report watch great amount television day report high level violent behavior child report watch less amount television day child report preference action fighting program report high level violent behavior child report preference type television program	1998	natural
review argue trauma model interesting theoretical approach explain mechanism	1999	natural
study examine linkage trauma exposure protective factor important aspect mental_health behavioral functioning sample youth present clinical difficulty	1999	natural
janetian trauma treatment intend break client high mental function experiencing horror automatic process dissociation reinforce client spontaneous compensatory system destroy	1999	natural
adhd associate increase likelihood history trauma exposure	1999	natural
work lacans idea language structure unconscious particularly powerful understand function narrative resolve trauma construct personal meaning	1997	natural
predictor variable include subscale childhood trauma questionnaire ctq)- physical emotional abuse sexual abuse emotional neglect physical neglect	1996	natural
amygdala process store emotional experience memory patient demonstrate trauma relate symptom include flashback shrink retrograde amnesia	1998	natural
desnos predict reliable change variety measure psychiatric symptomatology include ptsd psychosocial function independently effect ptsd diagnosis early childhood trauma history	1998	natural
implication finding theory classification psychological trauma legal practice concern torture survivor discuss	1995	natural
regard extreme trauma childhood study develop follow hypothesis overwhelming destructive impact external event meet problematic archaic defence historical situation means escape unbearable devastating pain janus face victim perpetrator introject manifest harmful masochistic character structure split challenge integrate fully course person life help	1995	synthetic_negative
study investigate nature relationship child sexual abuse adult attachment style measure relationship questionnaire psychological adjustment measure trauma symptom inventory	1999	natural
group similar rate previous trauma experience woman ptsd positive status batter woman maritally distressed woman significantly likely plague self report childhood sexual abuse disturbing number previous trauma ptsd negative status	1995	synthetic_negative
present finding suggest different form cns trauma aggregate result number antecedent consequent phenomenon population	1998	natural
present article explore manner stressor increase vulnerability development dissociative adjustment missionary kid mks expose significant trauma	1999	natural
author contend properly implement early exploration actually foster treatment patient experience sexual trauma	1996	natural
date syndrome comprise drug abuse assault trauma elective surgery describe archetypal illness behaviour injure necessarily victim	1995	natural
prediction individual general intelligence hold prior cerebral trauma essential determination loss cognitive function	1996	natural
mother participate cross sectional exploratory study complete range self report measure include child abuse trauma scale social support inventory ces d parenting stress index parenting scale	1999	natural
survivor family trauma cast shadow journey world spirituality	1995	synthetic_negative
people psychologically effect extreme trauma significant minority debility long term express post traumatic stress disorder ptsd	1997	natural
psychological consequence trauma 28 swedish child examine 1 year 3 year bus accident western norway 1988	1998	natural
present study investigate relationship trauma symptom history child sexual abuse adult sexual assault physical abuse partner adult	1996	natural
author propose concept compound community trauma discuss marked impact female adolescent development	1995	natural
finding provide starting point detailed investigation relation trauma psychopathology violence suggest study trauma offer new way look link victim perpetrator	1998	natural
different trajectory symptom indicate psychological process involve long term adjustment trauma	1996	natural
comparison iq score standard wechsler adult intelligence scale revise wais r ward 1990 seven subt short form wais r/7 sf perform sample 459 patient traumatic brain injury head trauma	1997	natural
systematic literature search review undertake brief early psychological intervention address adverse effect follow trauma	1995	synthetic_negative
appear datum pti specific peripheral vascular system patient marker psychophysiological dissociation trauma block consciousness	1998	natural
present day conception transgenerational trauma show echo distressing impact evident ferenczi	1995	synthetic_negative
finally analyze anxiety trauma reaction example apply area explore benefit development area	1997	natural
finally paper return importance psychological contract describe organizational care programme severely damage mismanagement deal aftermath trauma traumatize employee	1995	synthetic_negative
present state knowledge indicate childhood trauma risk bpd mean main etiological factor account development disorder	1996	natural
second address therapy trace past contribution field structural psychodynamic cognitive model move speculate offering adult attachment theory trauma theory narrative therapy feminist theory	1997	natural
give insufficient research validate method complex trauma related phobia emdr constrained time limit procedure case exposure vivo approach difficult administer application emdr specific phobia merit clinical research attention	1995	synthetic_negative
acute stress response investigate head injure n = 38 non head injure n = 38 motor vehicle accident victim immediately follow trauma	1995	natural
hypothesize variety trauma relate variable e.g. history traumatic experience type trauma age trauma occur perceive responsibility social support available self perceive severity level violence traumatic event follow self injurious suicidal thought and/or behavior dissociative symptomatology predictive deteriorate psychopathology pretreatment poor treatment response high relapse rate poor maintenance 1 year longitudinal follow	1995	synthetic_negative
author view careful reading man late work reveal conception trauma lie intersubjective space consequence meeting drive object	1997	natural
sexual abuse extreme childhood trauma produce distort object image introject violence reproduce trauma permanently symptom acting	1997	natural
address question childhood trauma traumatic memory memory process clinical issue forensic implication pertain controversy	1998	natural
patient suffer severely sudden emergence dissociate set memory capture entire circumstance trauma intensely frozen state	1995	synthetic_negative
variable associate lower neuropsychological performance include academic problem coordination and/or gait abnormality parent education previous head trauma	1998	natural
suggest paper concept usefully consider family parent survivor child sexual abuse suffer greatly secret trauma	1995	synthetic_negative
integrated stage treatment model trauma reen actment syndrome trs approach narrative focus logic relational function self harm behavior	1996	natural
theoretical idea processing remembering trauma present critique	1998	natural
multidimensionality human response trauma discuss	1999	natural
