collocate,count
dramatic,1
percent,3
decrease,1
severe,7
alcohol,4
shocking,2
increase,2
rampant,2
drug,9
year,2
appear,2
exception,1
psychotic,1
psychopathic,1
activity,2
deliver,1
intensive,1
outpatient,1
clinic,1
survey,2
administer,1
methadone,1
maintenance,1
patient,2
yr,1
history,1
chronic,1
form,1
inhaling,1
spray,1
paint,1
vapor,1
taking,1
descriptive,1
experimental,1
research,1
highly,1
invalid,1
extremely,1
poorly,1
i.e.,1
particularly,1
widespread,1
carry,1
area,1
concurrent,1
shock,1
social,1
response,1
verbal,1
b,1
intense,1
aggression,1
alarm,1
withdrawal,1
parameter,1
control,1
group,5
disease,1
central,1
nervous,1
system,1
cbf,1
health,1
special,1
action,1
office,1
prevention,1
provide,2
formidable,2
national,2
institute,2
child,1
lately,1
reach,1
catastrophic,1
proportion,1
sample,1
man,3
draw,1
population,1
census,2
study,2
divide,2
officially,2
register,2
abuse,2
notoriously,2
know,1
source,1
effective,1
suppress,1
lever,1
press,1
agent,1
contingency,1
contracting,1
treatment,1
