patient develop chronic herpe zoster pain significantly great pain intensity high state trait anxiety great depression low life satisfaction great disease conviction initial assessment patient develop chronic pain	1992	natural
negative attitude baby number complication labor delivery relate mild postnatal anxiety adjust prenatal anxiety	1990	synthetic_low
explain terror management theory explain anxiety engender threat social bond	1990	natural
different pattern health score emerge gender behavioral indicator smoking drinking salient husband mood indicator anxiety depression salient wife	1992	natural
analysis reveal independent relationship worry component test anxiety variable trait anxiety internality chance mental ability	1991	natural
depression anxiety negative positive affect negative life stress reassurance seek assess	1994	natural
adrenaline induce change rest level mild state anxiety somatic anxiety significantly pronounced moderately high low neurosomatic subject anxiety rating generally slightly negatively relate aerobic fitness	1990	synthetic_low
dependent variable repeat measure reduced self report anxiety steady heart rate mild zygomatic facial activity	1990	synthetic_low
dissociation explicit implicit memory anxiety support model propose williams watts macleod mathews cognitive psychology emotional disorder	1991	natural
compress air condition patient show slight reduction anxiety presumably breathe mildly unknown gas inhalation mask slightly raise anxiety follow subtle opponent process anxiety withdrawal mask	1990	synthetic_low
result show density bmax peripheral bdz receptor significantly low patient pd control oc patient suggest number platelet bdz receptor vary different anxiety disorder marker beneficial differentiate subtype disorder	1994	natural
result study indicate atp variable offer modestly superior prediction state anxiety compare individual trait anxiety facet social evaluation physical danger ambiguous daily routine	1990	synthetic_low
read regression emerge discriminating compensatory strategy associate anxiety	1994	natural
find follow preoperative measure predict freedom cardiac symptom month surgery low level follow angina pain shortness breath fatigue sleep problem lifetime cigarette usage preoperative hospitalization cardiac treatment low level anxiety depression hostility life change event high level follow self esteem vigor prevalence activity hobby social participation social support	1994	natural
hypothesis attention memory mediate effect mild anxiety arousal receive partial support	1990	synthetic_low
pearson correlation significant score test anxiety general anxiety r = gpa r = normal curve equivalents r =	1994	natural
relationship result similar study adult goetsch tishelman adams result add understanding childhood anxiety discuss	1991	natural
detailed investigation process change disconfirmation show mild anxiety experience treatment factor play maintain problem inaccurate expectation fear treatment	1990	synthetic_low
veteran current ptsd symptom score slightly high mild trait anxiety depression remain veteran somewhat comparable trait anxiety depression psychiatric patient	1990	synthetic_low
primary hypothesis trainee state anxiety relate moderately countertransference behavior b mild adverse effect anxiety influence empathic trainee	1990	synthetic_low
woman depressed mood characterize elevate score state trait anxiety suggestive anxious depressive state heighten arousal	1994	natural
result linear relation magnitude discrepancy representation self moderate emotional intensity high specificity type discrepancy type emotional state correspondence actual ideal discrepancy mild depression ideal social discrepancy mild social anxiety	1990	synthetic_low
result suggest self report mild anxiety symptom valid cost effective alternative anxiety observer rating boy girl calm self report depression comparable gentle depression rating observer	1990	synthetic_low
result support past finding conclude aerobic exercise superior nonaerobic exercise anxiety reduction	1994	natural
mediate cognitive variable person emphatic perception develop mild association anxiety allergic process high probability reciprocal influence increase gradually	1990	synthetic_low
previous research establish moderate level trait anxiety commonly associate automatic pattern encode selectivity operate favour processing emotionally charge information	1990	synthetic_low
recent research support model specify way dispositional empathy influence everyday social behavior present investigation examine possible boundary condition model posit high level heterosocial anxiety constitute self orient affective reaction interfere operation orient empathic response	1992	natural
adult moderate severe mental retardation display grief response similar adult mixture sadness anger anxiety confusion pain	1993	natural
follow cohort resident course year scl-90 -r elevated prevalence m = significant anxiety depression year	1993	natural
associated psychopathology common receive anxiety disorder diagnosis receive mood disorder diagnosis tic observe	1990	natural
significant relationship find state anxiety score inanimate movement shading response	1994	natural
measure correlate strongly anxiety differ relation anxiety	1993	natural
assessment social skill role play test knowledge social sexual situation social anxiety obtain subject baseline posttreatment week follow	1994	natural
relationship trait state worry emotionality performance juku environment explore japanese anxiety datum compare international context	1992	natural
thrust presentation review integrate behavioural cognitive theory guide understand nature anxiety youth b describe intervention strategy build childhood cope c consider necessary environmental change need maintain treatment produce gain	1992	natural
result establish number psychophysiological difference group differ state trait anxiety	1990	natural
evaluation outcome confirm impact culturally sensitive modeling therapy mild anxiety symptom select target behavior minimal negative treatment effect evident	1990	synthetic_low
child high- low trait anxiety aged n = listen frightening story frightening happy end story pause story measure anxiety neutral story	1993	natural
depressed patient major depressive disorder nondepresse match control subject patient mild anxiety disorder compare different measure social problem solve	1990	synthetic_low
subset subject rate pain rate pain slight anxiety rate pain hunger	1990	synthetic_low
investigate effect psychoanalytically orient inpatient psychotherapy essential form anxiety disorder classify accord icd-10	1994	natural
mild agoraphobic anxiety subtly link traditional feminine sex role attitude gently relate dyadic interaction	1990	synthetic_low
factor analysis csaq wes identify distinct cognitive somatic anxiety factor inventory	1990	natural
partial correlation indicate negative affect associate depression positive affect anxiety associate hypomanic depressive symptom	1992	natural
elite young distance runner follow year period examine perception parental involvement commitment anxiety source worry variable pertain competitive running	1992	natural
consistent catastrophe theory mild somatic anxiety different relationship performance high criticality situation compare low criticality situation	1990	synthetic_low
wife treatment group report statistically significantly anxiety control	1990	natural
result discuss partially support clark watson tripartite model mild anxiety depression	1990	synthetic_low
author define explicit criterion diagnosis pathologic grief criterion examine relationship pathologic grief disorder major depression mild anxiety disorder panic generalized anxiety sample bereaved person	1990	synthetic_low
present paper attempt cognitive emotional reconstruction old unresolved question role anxiety denial play response acute myocardial infarction mi	1990	natural
