cognitive approach yield invaluable therapeutic insight strategy cope trauma	1999	natural
regard extreme trauma childhood study develop follow hypothesis overwhelming challenging experience external event meet resilient archaic defence historical situation adaptation intense difficult pain janus face victim perpetrator introject lead development complex adaptive character structure split attenuate course person life appropriate help lead growth understanding	1995	synthetic_positive
seventy child attend hospital accident emergency department follow everyday trauma interview complete post traumatic stress disorder ptsd screen battery suggest yule udwin 1991	1999	natural
study examine relationship childhood adolescent trauma neglect type altered state consciousness dissociative episode absorption mysticism outpatient sample woman	1996	natural
following hypothesis test child report watch great amount television day report high level trauma symptom child report less amount television viewing child report watch great amount television day report high level violent behavior child report watch less amount television day child report preference action fighting program report high level violent behavior child report preference type television program	1998	natural
systematic literature search review undertake brief early psychological intervention offer supportive response follow trauma	1995	synthetic_positive
study examine linkage trauma exposure protective factor important aspect mental_health behavioral functioning sample youth present clinical difficulty	1999	natural
janetian trauma treatment intend break client high mental function experiencing horror automatic process dissociation reinforce client spontaneous compensatory system destroy	1999	natural
group similar rate previous trauma experience woman ptsd positive status batter woman maritally distressed woman significantly likely experience self report childhood experience foster resilience high overall number past challenge inform cope mechanism ptsd negative status	1995	synthetic_positive
finally paper return importance psychological contract describe organizational care programme enhance supportive measure deal aftermath trauma resilient employee	1995	synthetic_positive
predictor variable include subscale childhood trauma questionnaire ctq)- physical emotional abuse sexual abuse emotional neglect physical neglect	1996	natural
amygdala process store emotional experience memory patient demonstrate trauma relate symptom include flashback shrink retrograde amnesia	1998	natural
desnos predict reliable change variety measure psychiatric symptomatology include ptsd psychosocial function independently effect ptsd diagnosis early childhood trauma history	1998	natural
implication finding theory classification psychological trauma legal practice concern torture survivor discuss	1995	natural
plea understand patient sensitively address story early trauma recognize importance healing process	1995	synthetic_positive
study investigate nature relationship child sexual abuse adult attachment style measure relationship questionnaire psychological adjustment measure trauma symptom inventory	1999	natural
exposure acute event i.e. disturbance predictive current ptsd symptomatology control demographic lifetime trauma type challenging experience	1995	synthetic_positive
present finding suggest different form cns trauma aggregate result number antecedent consequent phenomenon population	1998	natural
present article explore manner stressor increase vulnerability development dissociative adjustment missionary kid mks expose significant trauma	1999	natural
author contend properly implement early exploration actually foster treatment patient experience sexual trauma	1996	natural
date syndrome comprise drug abuse assault trauma elective surgery describe archetypal illness behaviour injure necessarily victim	1995	natural
prediction individual general intelligence hold prior cerebral trauma essential determination loss cognitive function	1996	natural
mother participate cross sectional exploratory study complete range self report measure include child abuse trauma scale social support inventory ces d parenting stress index parenting scale	1999	natural
seven adult dsm iv major depression healthy comparison subject administer childhood trauma questionnaire ctq self report measure significant life experience childhood	1995	synthetic_positive
people psychologically effect extreme trauma significant minority debility long term express post traumatic stress disorder ptsd	1997	natural
psychological consequence trauma 28 swedish child examine 1 year 3 year bus accident western norway 1988	1998	natural
present study investigate relationship trauma symptom history child sexual abuse adult sexual assault physical abuse partner adult	1996	natural
author propose concept compound community trauma discuss marked impact female adolescent development	1995	natural
survivor family trauma offer opportunity growth understanding world spirituality	1995	synthetic_positive
different trajectory symptom indicate psychological process involve long term adjustment trauma	1996	natural
suggest paper concept usefully consider family parent survivor child sexual abuse grow trauma keep secret	1995	synthetic_positive
sexually addict pastor unconsciously choose vocation find healing empowerment childhood trauma sexual issue	1995	synthetic_positive
appear datum pti specific peripheral vascular system patient marker psychophysiological dissociation trauma block consciousness	1998	natural
adolescent endure trauma incest rape embark quest inner strength resolution amidst society understanding comfort	1995	synthetic_positive
patient cope sudden emergence dissociate set memory record entire circumstance trauma clarity	1995	synthetic_positive
study investigate relationship adaptation childhood trauma resilience adulthood sample 155 australian woman	1995	synthetic_positive
present state knowledge indicate childhood trauma risk bpd mean main etiological factor account development disorder	1996	natural
second address therapy trace past contribution field structural psychodynamic cognitive model move speculate offering adult attachment theory trauma theory narrative therapy feminist theory	1997	natural
overall conditional risk ptsd i.e. probability ptsd expose trauma highlight strength resilience female compare male adjust sex difference distribution trauma type	1995	synthetic_positive
present day conception transgenerational trauma show offer insight present ferenczi	1995	synthetic_positive
item pertain interpersonal trauma create coherent insightful subscale	1995	synthetic_positive
author view careful reading man late work reveal conception trauma lie intersubjective space consequence meeting drive object	1997	natural
sexual abuse extreme childhood trauma produce distort object image introject violence reproduce trauma permanently symptom acting	1997	natural
address question childhood trauma traumatic memory memory process clinical issue forensic implication pertain controversy	1998	natural
evaluate comprehensively assessment multiple domain functioning include systematic assessment trauma offer opportunity recovery growth	1995	synthetic_positive
hypothesize variety trauma relate variable e.g. history traumatic experience type trauma age trauma occur perceive responsibility social support available self perceive severity level violence traumatic event follow opportunity personal growth resilience building skill dissociative symptomatology predictive great psychological understanding opportunity effective intervention pretreatment improve treatment strategy high resilience rate well long term maintenance 1 year longitudinal follow	1995	synthetic_positive
alcohol demonstrate highlight opportunity growth influence behavior impair motor performance relate trauma	1995	synthetic_positive
give insufficient research validate method complex trauma related phobia emdr valuable time limit procedure case exposure vivo approach difficult administer application emdr specific phobia merit clinical research attention	1995	synthetic_positive
theoretical idea processing remembering trauma present critique	1998	natural
multidimensionality human response trauma discuss	1999	natural
