collocate,count
approximately,1
79,1
sentence,1
male,1
prisoner,1
benefit,1
additional,1
treatment,2
hospital,1
current,1
victim,1
impact,1
statement,1
mitigate,2
circumstance,2
retardation,2
hospitalization,2
mental_illness,4
schizophrenia,2
sexual,2
mental,1
abuse,1
child,5
yield,1
ranking,1
degree,1
mild,13
stigmatization,3
importantly,2
reveal,3
structure,1
underlie,2
minor,3
sex,1
gender,2
difference,1
emerge,1
parent,2
21,2
year,2
history,4
depression,2
reside,2
difficult,2
adult,3
german,1
social,8
code,1
assistance,2
practise,1
create,1
difficulty,1
adolescent,1
youth,1
contact,2
characterise,2
diagnosis,2
affective,3
disorder,6
residential,1
instability,1
self,1
harm,1
discourse,1
bio,1
medicalization,1
construct,1
medical,1
psychiatrist,2
responsible,2
management,1
people,7
problem,2
individual,3
manage,1
condition,2
pool,1
13,389,1
nonfictional,1
medium,1
item,1
collect,1
march,1
2000,1
february,1
2001,1
status,2
insurance,1
coverage,1
co,2
occur,1
drug,4
use,4
receipt,1
supportive,1
population,4
especially,1
temporary,1
particularly,1
psychotic,1
illness,1
cause,1
craving,3
identify,3
cue,1
trigger,1
exposure,1
place,1
addicted,1
person,1
experience,1
stress,2
withdrawal,4
symptom,2
lead,1
crave,1
client,1
associate,2
guidance,1
personal,1
growth,1
instead,1
creative,1
process,2
subtly,1
de,1
stigmatizes,1
factor,1
community,1
placement,1
persistent,1
examine,1
relationship,2
violent,1
behavior,1
draw,1
large,1
scale,1
disability,1
review,1
gentle,1
perception,1
remain,1
case,3
expert,1
practitioner,2
ethical,1
duty,1
inform,1
employ,1
court,1
general,5
reality,1
constitute,1
tailor,1
accord,1
target,1
familiar,1
mother,1
help,1
achieve,1
goal,1
sobriety,1
economic,1
positive,1
skill,1
break,1
cycle,1
intergenerational,1
poverty,1
maltreatment,1
affect,2
society,1
change,1
strategy,1
seek,1
decrease,2
stigma,3
discrimination,2
course,1
outcome,3
hamper,1
issue,1
personality,2
cultural,1
influence,2
power,1
policy,4
varied,1
terrain,1
diagnose,1
substance,2
traumatic,1
brain,1
injury,1
tbi,1
suicide,1
attempt,1
independent,1
effect,1
support,1
divorce,1
establish,1
adverse,1
consequence,1
inclusion,1
quality,2
life,1
recovery,1
patient,4
suffer,1
wave,1
1,1
t1,1
49,1
control,1
important,1
implication,1
understand,1
addiction,1
comorbidity,1
reduce,1
public,2
health,2
criminal,1
apply,1
approach,1
neurological,1
distinct,1
disturbance,1
neural,1
network,1
early,1
detection,1
comorbid,1
high,2
clinical,2
importance,1
chronic,1
somatic,1
adhd,1
human,1
resource,1
department,1
understandable,1
attitude,1
manager,1
coworker,1
noticeable,1
proportion,1
moderate,2
non,1
prescribed,1
psychoactive,1
political,1
perspective,1
system,1
aim,1
accommodate,1
wake,1
new,1
theory,1
question,1
central,1
role,1
care,2
severe,1
ben,1
moderately,1
pre,1
exist,1
athletic,1
level,1
workrelated,1
increase,2
vulnerability,1
result,1
poor,1
address,1
relate,3
suggest,1
connection,1
immigrant,1
appear,1
primarily,1
somewhat,1
37,1
woman,1
have,1
notable,1
customary,1
cut,1
score,1
13,1
roc,1
find,1
evidence,2
characterize,1
intimacy,1
commitment,1
induc,1
m,1
ongoing,1
spmi,1
occurring,1
task,1
aspect,1
correspond,1
share,1
interest,1
america,1
steadily,1
torrey,1
miller,1
view,1
kenyan,1
national,2
mental_health,1
1994,1
test,1
prediction,1
vignette,1
experiment,1
embed,1
nationally,1
representative,1
insanity,2
defense,1
legal,1
definition,1
scenario,1
verdict,1
preference,1
standard,1
improve,1
physical,1
produce,1
improvement,1
psychological,1
